artistname,decade
Dexter_Wansel,1970
Dexter_Wansel,1980
Dexter_Wansel,1990
Dexter_Wansel,2e3
Dexter_Wansel,2010
Isobel_Campbell,2e3
Andrew_Bird,1990
Andrew_Bird,2e3
Andrew_Bird,2010
Solar_Fields,2e3
Solar_Fields,2010
Eddie_Vedder,1980
Eddie_Vedder,1990
Eddie_Vedder,2e3
Eddie_Vedder,2010
The_Format,2e3
Róisín_Murphy,2e3
Róisín_Murphy,2010
Novos_Baianos,1970
Novos_Baianos,1980
Novos_Baianos,1990
Novos_Baianos,2e3
Novos_Baianos,2010
Kurt_Nilsen,2e3
Kurt_Nilsen,2010
Max_Gazzè,1990
Max_Gazzè,2e3
Max_Gazzè,2010
Ryan_Farish,2e3
Ryan_Farish,2010
Duke_Pearson,1950
Duke_Pearson,1960
Duke_Pearson,1970
Duke_Pearson,1980
Duke_Pearson,1990
Duke_Pearson,2e3
Ayria,2e3
Ayria,2010
Rasmus_Faber,2e3
Rasmus_Faber,2010
Anna_Eriksson,1990
Anna_Eriksson,2e3
Anna_Eriksson,2010
Gravy_Train!!!!,2e3
Mütiilation,1990
Mütiilation,2e3
Mütiilation,2010
Element_Eighty,2e3
Ghislain_Poirier,2e3
Ghislain_Poirier,2010
Deadstar_Assembly,2e3
Deadstar_Assembly,2010
Darkwell,2e3
Butterfly_Boucher,2e3
Butterfly_Boucher,2010
Sarah_Blasko,2e3
Sarah_Blasko,2010
Loscil,1990
Loscil,2e3
Loscil,2010
Rotersand,2e3
Rotersand,2010
Månegarm,1990
Månegarm,2e3
Månegarm,2010
Immortal_Souls,2e3
Immortal_Souls,2010
Jackson_C._Frank,1960
Jackson_C._Frank,1970
Jackson_C._Frank,1980
Jackson_C._Frank,1990
Jackson_C._Frank,2e3
Jackson_C._Frank,2010
Christy_Nockels,2e3
Christy_Nockels,2010
Oi_Va_Voi,2e3
Ben_Harper,1990
Ben_Harper,2e3
Ben_Harper,2010
Dropdead,1990
Dropdead,2e3
Dropdead,2010
Shy_Child,2e3
Shy_Child,2010
Matthew_Dear,2e3
Matthew_Dear,2010
From_Ashes_Rise,1990
From_Ashes_Rise,2e3
From_Ashes_Rise,2010
Jason_Collett,2e3
Jason_Collett,2010
Power_Quest,2e3
Power_Quest,2010
3_Inches_of_Blood,2e3
3_Inches_of_Blood,2010
The_One_AM_Radio,2e3
The_One_AM_Radio,2010
Xavier_Rudd,2e3
Xavier_Rudd,2010
Rogue_Traders,2e3
Rogue_Traders,2010
Steve_Angello,2e3
Steve_Angello,2010
Toby_Lightman,2e3
Toby_Lightman,2010
Tactical_Sekt,2e3
Tactical_Sekt,2010
Brooke_Fraser,2e3
Brooke_Fraser,2010
Tiken_Jah_Fakoly,1990
Tiken_Jah_Fakoly,2e3
Tiken_Jah_Fakoly,2010
The_Aggrolites,2e3
The_Aggrolites,2010
Vast_Aire,2e3
Vast_Aire,2010
Aloe_Blacc,2e3
Aloe_Blacc,2010
Zoë_Keating,2e3
Zoë_Keating,2010
Colour_Haze,1990
Colour_Haze,2e3
Colour_Haze,2010
Closterkeller,1990
Closterkeller,2e3
Closterkeller,2010
Liv_Kristine,1990
Liv_Kristine,2e3
Liv_Kristine,2010
Bury_Your_Dead,2e3
Bury_Your_Dead,2010
Robots_in_Disguise,2e3
Robots_in_Disguise,2010
Billy_Lee_Riley,1960
Billy_Lee_Riley,1970
Billy_Lee_Riley,1980
Billy_Lee_Riley,1990
Billy_Lee_Riley,2e3
Johnny_Carroll,1970
Johnny_Carroll,1980
Johnny_Carroll,1990
Vanilla_Ninja,2e3
The_Everly_Brothers,1950
The_Everly_Brothers,1960
The_Everly_Brothers,1970
The_Everly_Brothers,1980
The_Everly_Brothers,1990
The_Everly_Brothers,2e3
The_Everly_Brothers,2010
The_Supremes,1960
The_Supremes,1970
The_Supremes,1980
The_Supremes,1990
The_Supremes,2e3
The_Supremes,2010
Matthias_Reim,1990
Matthias_Reim,2e3
Matthias_Reim,2010
Reverend_Bizarre,2e3
Reverend_Bizarre,2010
100_Demons,2e3
Cattle_Decapitation,1990
Cattle_Decapitation,2e3
Cattle_Decapitation,2010
Soulsavers,2e3
Soulsavers,2010
Junior_Boys,2e3
Junior_Boys,2010
Necromantia,1990
Necromantia,2e3
Necromantia,2010
Tim_Hecker,2e3
Tim_Hecker,2010
Carina_Round,2e3
Carina_Round,2010
State_Radio,2e3
State_Radio,2010
Mamonas_Assassinas,1990
Mamonas_Assassinas,2e3
Mamonas_Assassinas,2010
Conor_Oberst,1990
Conor_Oberst,2e3
Conor_Oberst,2010
Trash80,2e3
Trash80,2010
Bebo_Valdés,2e3
Zounds,1980
Zounds,1990
Zounds,2e3
Zounds,2010
The_Left_Banke,1960
The_Left_Banke,1970
The_Left_Banke,1980
The_Left_Banke,1990
The_Left_Banke,2e3
The_Left_Banke,2010
Julien-K,2e3
Julien-K,2010
Myleene_Klass,2e3
Black_Strobe,2e3
Black_Strobe,2010
J-Kwon,2e3
The_Veils,2e3
The_Veils,2010
Delays,2e3
Delays,2010
The_Ordinary_Boys,2e3
The_Ordinary_Boys,2010
Tigertailz,1980
Tigertailz,1990
Tigertailz,2e3
Tigertailz,2010
The_Acacia_Strain,2e3
The_Acacia_Strain,2010
Sylvain_Chauveau,2e3
Sylvain_Chauveau,2010
Blood_Red_Throne,2e3
Blood_Red_Throne,2010
Pigeon_John,2e3
Pigeon_John,2010
Carbon_Based_Lifeforms,2e3
Carbon_Based_Lifeforms,2010
The_Fall_of_Troy,2e3
The_Fall_of_Troy,2010
Eisbrecher,2e3
Eisbrecher,2010
Fionn_Regan,2e3
Fionn_Regan,2010
Scout_Niblett,2e3
Scout_Niblett,2010
Matt_Uelmen,1990
Matt_Uelmen,2e3
Matt_Uelmen,2010
Head_Automatica,2e3
BarlowGirl,2e3
BarlowGirl,2010
Tequilajazzz,1990
Tequilajazzz,2e3
Tequilajazzz,2010
Robin_Thicke,2e3
Robin_Thicke,2010
Fintelligens,1990
Fintelligens,2e3
Fintelligens,2010
Skalpel,2e3
Skalpel,2010
Christina_Stürmer,2e3
Christina_Stürmer,2010
Ratatat,2e3
Ratatat,2010
Combichrist,2e3
Combichrist,2010
Shane_&_Shane,2e3
Shane_&_Shane,2010
Krzysztof_Komeda,1960
Krzysztof_Komeda,1970
Krzysztof_Komeda,1980
Krzysztof_Komeda,1990
Krzysztof_Komeda,2e3
Krzysztof_Komeda,2010
Jim_Morrison,1970
Jim_Morrison,1980
Jim_Morrison,1990
Jim_Morrison,2e3
U.D.O.,1980
U.D.O.,1990
U.D.O.,2e3
U.D.O.,2010
Ion_Dissonance,2e3
Ion_Dissonance,2010
Ricardo_Villalobos,1990
Ricardo_Villalobos,2e3
Ricardo_Villalobos,2010
Slagsmålsklubben,2e3
Slagsmålsklubben,2010
Ky-Mani_Marley,1990
Ky-Mani_Marley,2e3
Ky-Mani_Marley,2010
Groundation,1990
Groundation,2e3
Groundation,2010
9th_Wonder,2e3
9th_Wonder,2010
The_Zutons,2e3
The_Zutons,2010
Dosh,2e3
Dosh,2010
Psyclon_Nine,2e3
Psyclon_Nine,2010
Ordo_Rosarius_Equilibrio,2e3
Ordo_Rosarius_Equilibrio,2010
General_Elektriks,2e3
General_Elektriks,2010
Dornenreich,1990
Dornenreich,2e3
Dornenreich,2010
Matthew_West,2e3
Matthew_West,2010
Pop_Levi,2e3
Pop_Levi,2010
Great_Lake_Swimmers,2e3
Great_Lake_Swimmers,2010
Bloc_Party,2e3
Bloc_Party,2010
DJ_Signify,2e3
CocoRosie,2e3
CocoRosie,2010
Marcelo_D2,1990
Marcelo_D2,2e3
Marcelo_D2,2010
Marlango,2e3
Marlango,2010
Under_Byen,1990
Under_Byen,2e3
Under_Byen,2010
Tony_Yayo,2e3
Tony_Yayo,2010
Claude_Nougaro,1960
Claude_Nougaro,1970
Claude_Nougaro,1980
Claude_Nougaro,1990
Claude_Nougaro,2e3
Claude_Nougaro,2010
Israel_Vibration,1970
Israel_Vibration,1980
Israel_Vibration,1990
Israel_Vibration,2e3
Israel_Vibration,2010
Necrophagia,1980
Necrophagia,1990
Necrophagia,2e3
Necrophagia,2010
Damageplan,2e3
Nellie_McKay,2e3
Nellie_McKay,2010
Jack_White,2e3
Jack_White,2010
Cass_McCombs,2e3
Cass_McCombs,2010
The_Willowz,2e3
Etro_Anime,2e3
Etro_Anime,2010
Poets_of_the_Fall,2e3
Poets_of_the_Fall,2010
The_Advantage,2e3
The_Advantage,2010
Submersed,2e3
Eagles_of_Death_Metal,2e3
Eagles_of_Death_Metal,2010
Animal_Liberation_Orchestra,1990
Animal_Liberation_Orchestra,2e3
Animal_Liberation_Orchestra,2010
Mindy_Smith,2e3
Mindy_Smith,2010
Van_Hunt,2e3
Van_Hunt,2010
The_Vision_Bleak,2e3
The_Vision_Bleak,2010
Zélia_Duncan,1990
Zélia_Duncan,2e3
Zélia_Duncan,2010
Blackfield,2e3
Blackfield,2010
The_Cribs,2e3
The_Cribs,2010
Celesty,2e3
Skyforger,1990
Skyforger,2e3
Skyforger,2010
The_Hold_Steady,2e3
The_Hold_Steady,2010
Eddie_Hazel,1970
Eddie_Hazel,1980
Eddie_Hazel,1990
Eddie_Hazel,2e3
The_Killers,2e3
The_Killers,2010
Regina_Spektor,1990
Regina_Spektor,2e3
Regina_Spektor,2010
Chikinki,2e3
Chikinki,2010
The_Features,1990
The_Features,2e3
The_Features,2010
The_88,2e3
The_88,2010
Nokturnal_Mortum,1990
Nokturnal_Mortum,2e3
Nokturnal_Mortum,2010
The_Black_Seeds,2e3
The_Black_Seeds,2010
Joanna_Newsom,2e3
Joanna_Newsom,2010
DeVotchKa,2e3
DeVotchKa,2010
Jonathan_Davis,2e3
Jonathan_Davis,2010
Slim_Thug,2e3
Slim_Thug,2010
The_Spill_Canvas,2e3
The_Spill_Canvas,2010
McFly,2e3
McFly,2010
Showtek,2e3
Showtek,2010
Izabo,2e3
Izabo,2010
Brides_of_Destruction,2e3
Klamydia,1990
Klamydia,2e3
Klamydia,2010
Ill_Bill,2e3
Ill_Bill,2010
Pidżama_Porno,1980
Pidżama_Porno,1990
Pidżama_Porno,2e3
Pidżama_Porno,2010
Cut_Copy,2e3
Cut_Copy,2010
Jacek_Kaczmarski,1980
Jacek_Kaczmarski,1990
Jacek_Kaczmarski,2e3
Jacek_Kaczmarski,2010
William_Basinski,1990
William_Basinski,2e3
William_Basinski,2010
Absynthe_Minded,1990
Absynthe_Minded,2e3
Absynthe_Minded,2010
Pitty,2e3
Pitty,2010
Joe_Lynn_Turner,1980
Joe_Lynn_Turner,1990
Joe_Lynn_Turner,2e3
Deeds_of_Flesh,1990
Deeds_of_Flesh,2e3
Deeds_of_Flesh,2010
Wild_Beasts,2e3
Wild_Beasts,2010
Patrick_Wolf,2e3
Patrick_Wolf,2010
Psychostick,2e3
Psychostick,2010
Jeans_Team,2e3
Jeans_Team,2010
Young_Buck,2e3
Young_Buck,2010
Psycroptic,2e3
Psycroptic,2010
Barricada,1980
Barricada,1990
Barricada,2e3
Barricada,2010
Falkenbach,1980
Falkenbach,1990
Falkenbach,2e3
Falkenbach,2010
Thriving_Ivory,2e3
Thriving_Ivory,2010
Der_Blutharsch,1990
Der_Blutharsch,2e3
Der_Blutharsch,2010
Jens_Lekman,2e3
Jens_Lekman,2010
Control_Denied,1990
Control_Denied,2e3
Control_Denied,2010
Mokoma,1990
Mokoma,2e3
Mokoma,2010
Carlos_Libedinsky,2e3
Tanghetto,2e3
Tanghetto,2010
Pagan_Altar,1990
Pagan_Altar,2e3
Pagan_Altar,2010
Aesthetic_Perfection,2e3
Aesthetic_Perfection,2010
Natasha_Bedingfield,2e3
Natasha_Bedingfield,2010
Michel_Petrucciani,1980
Michel_Petrucciani,1990
Michel_Petrucciani,2e3
Michel_Petrucciani,2010
Klingonz,1990
Klingonz,2e3
Deathstars,2e3
Deathstars,2010
Rotten_Sound,1990
Rotten_Sound,2e3
Rotten_Sound,2010
Aborted,1990
Aborted,2e3
Aborted,2010
The_World/Inferno_Friendship_Society,1990
The_World/Inferno_Friendship_Society,2e3
The_World/Inferno_Friendship_Society,2010
Colm_Wilkinson,1990
Donavon_Frankenreiter,2e3
Donavon_Frankenreiter,2010
Cadaveria,2e3
Cadaveria,2010
El_Canto_del_Loco,2e3
Dark_Fortress,2e3
Dark_Fortress,2010
Forgotten_Tomb,2e3
Forgotten_Tomb,2010
Hate_Forest,1990
Hate_Forest,2e3
Hate_Forest,2010
Nu:Tone,2e3
Nu:Tone,2010
Kampfar,1990
Kampfar,2e3
Kampfar,2010
Pereza,2e3
Tom_Middleton,1990
Tom_Middleton,2e3
Tom_Middleton,2010
Ane_Brun,2e3
Ane_Brun,2010
Scarling.,2e3
Scarling.,2010
Steven_Wilson,2e3
Steven_Wilson,2010
Necrophagist,1990
Necrophagist,2e3
Building_429,2e3
Building_429,2010
Brandon_Heath,2e3
Brandon_Heath,2010
A_Wilhelm_Scream,2e3
A_Wilhelm_Scream,2010
Diplo,2e3
Diplo,2010
Sean_Price,2e3
Sean_Price,2010
Dream_Theater,1980
Dream_Theater,1990
Dream_Theater,2e3
Dream_Theater,2010
Xasthur,2e3
Xasthur,2010
Antje_Duvekot,2e3
Antje_Duvekot,2010
The_Like,2e3
The_Like,2010
Stahlhammer,1990
Stahlhammer,2e3
Korpiklaani,2e3
Korpiklaani,2010
J_Dilla,2e3
J_Dilla,2010
Lovedrug,2e3
Lovedrug,2010
Cloud_Cult,2e3
Cloud_Cult,2010
Wilki,1990
Wilki,2e3
Wilki,2010
Booba,2e3
Booba,2010
Weena_Morloch,2e3
Weena_Morloch,2010
Danni_Carlos,2e3
Danni_Carlos,2010
Gui_Boratto,2e3
Gui_Boratto,2010
Pantha_du_Prince,2e3
Pantha_du_Prince,2010
Rie_fu,2e3
Rie_fu,2010
The_Sparkles,1960
Hot_Chip,2e3
Hot_Chip,2010
Wisin_&_Yandel,2e3
Wisin_&_Yandel,2010
Belanova,2e3
Belanova,2010
Lostprophets,1990
Lostprophets,2e3
Lostprophets,2010
Sara_Bareilles,2e3
Sara_Bareilles,2010
Hypnogaja,1990
Hypnogaja,2e3
Hypnogaja,2010
Raymond_&_Maria,2e3
Raymond_&_Maria,2010
Jesse_McCartney,2e3
Jesse_McCartney,2010
Tomcraft,1990
Tomcraft,2e3
Tomcraft,2010
Insomnium,1990
Insomnium,2e3
Insomnium,2010
Negură_Bunget,1990
Negură_Bunget,2e3
Negură_Bunget,2010
O-Zone,2e3
John_Petrucci,2e3
Dickie_Valentine,1950
Mocky,2e3
Mocky,2010
Gretchen_Wilson,2e3
Gretchen_Wilson,2010
Hawk_Nelson,2e3
Hawk_Nelson,2010
Dżem,1980
Dżem,1990
Dżem,2e3
Dżem,2010
Kultur_Shock,1990
Kultur_Shock,2e3
Kultur_Shock,2010
Aura_Noir,1990
Aura_Noir,2e3
Aura_Noir,2010
Edge_of_Dawn,2e3
Edge_of_Dawn,2010
Black_Moth_Super_Rainbow,2e3
Black_Moth_Super_Rainbow,2010
Lloyd_Banks,2e3
Lloyd_Banks,2010
All_Shall_Perish,2e3
All_Shall_Perish,2010
Arsis,2e3
Arsis,2010
Alio_Die,1990
Alio_Die,2e3
Alio_Die,2010
Kery_James,2e3
Kery_James,2010
Desiderii_Marginis,1990
Desiderii_Marginis,2e3
Desiderii_Marginis,2010
Czerwone_Gitary,1960
Czerwone_Gitary,1970
Czerwone_Gitary,1980
Czerwone_Gitary,1990
Czerwone_Gitary,2e3
Secret_Machines,2e3
Secret_Machines,2010
Marek_Grechuta,1970
Marek_Grechuta,1980
Marek_Grechuta,1990
Marek_Grechuta,2e3
Marek_Grechuta,2010
Bonnie_McKee,2e3
Bonnie_McKee,2010
Bluetech,2e3
Bluetech,2010
Tiger_Lou,2e3
Tiger_Lou,2010
Firewind,1990
Firewind,2e3
Firewind,2010
Hope_of_the_States,2e3
Asobi_Seksu,2e3
Asobi_Seksu,2010
Shannon_Wright,1990
Shannon_Wright,2e3
Shannon_Wright,2010
Department_of_Eagles,2e3
Department_of_Eagles,2010
Leszek_Możdżer,1990
Leszek_Możdżer,2e3
Leszek_Możdżer,2010
Exilia,2e3
Exilia,2010
The_Blue_Van,2e3
The_Blue_Van,2010
Big_&_Rich,2e3
Big_&_Rich,2010
Amber_Pacific,2e3
Amber_Pacific,2010
Mors_Principium_Est,2e3
Mors_Principium_Est,2010
Cripple_Bastards,1990
Cripple_Bastards,2e3
Cripple_Bastards,2010
Emílio_Santiago,1970
Emílio_Santiago,1980
Emílio_Santiago,1990
Emílio_Santiago,2e3
Nina_Sky,2e3
Langhorne_Slim,1990
Langhorne_Slim,2e3
Langhorne_Slim,2010
Staubkind,2e3
Staubkind,2010
Sourvein,2e3
Sourvein,2010
Lunatica,2e3
Kick_Bong,2e3
Kick_Bong,2010
Oddisee,2e3
Oddisee,2010
Max_Pezzali,2e3
Max_Pezzali,2010
Misery_Signals,2e3
Misery_Signals,2010
Hawthorne_Heights,2e3
Hawthorne_Heights,2010
Julian_Marley,1990
Julian_Marley,2e3
Miranda_Lambert,2e3
Miranda_Lambert,2010
Modern_Life_Is_War,2e3
Modern_Life_Is_War,2010
Melendi,2e3
Melendi,2010
Holy_Moses,1980
Holy_Moses,1990
Holy_Moses,2e3
Holy_Moses,2010
Nathan_Fake,2e3
Nathan_Fake,2010
Akon,2e3
Akon,2010
Satanic_Warmaster,2e3
Satanic_Warmaster,2010
Watain,1990
Watain,2e3
Watain,2010
Japanther,2e3
Japanther,2010
Jake_Shimabukuro,2e3
Jake_Shimabukuro,2010
Dungen,1990
Dungen,2e3
Dungen,2010
The_Frozen_Autumn,1990
The_Frozen_Autumn,2e3
The_Frozen_Autumn,2010
Hazen_Street,2e3
Arcade_Fire,2e3
Arcade_Fire,2010
Johnny_Bond,1940
Johnny_Bond,1950
Johnny_Bond,1960
Johnny_Bond,1970
Johnny_Bond,1980
Johnny_Bond,1990
Johnny_Bond,2e3
David_Nevue,1990
David_Nevue,2e3
David_Nevue,2010
Masta_Killa,2e3
Masta_Killa,2010
Randy_Rogers_Band,2e3
Randy_Rogers_Band,2010
Elizabeth_Cotten,1950
Elizabeth_Cotten,1960
Elizabeth_Cotten,1970
Elizabeth_Cotten,1980
Elizabeth_Cotten,1990
Elizabeth_Cotten,2e3
Josh_Gracin,2e3
Josh_Gracin,2010
Neikka_RPM,2e3
Neikka_RPM,2010
Ufomammut,1990
Ufomammut,2e3
Ufomammut,2010
Anathallo,2e3
Ryan_Cabrera,2e3
Ryan_Cabrera,2010
Cascada,2e3
Cascada,2010
Drudkh,2e3
Drudkh,2010
Olivia_Ruiz,2e3
Olivia_Ruiz,2010
Johnny_Hollow,2e3
Johnny_Hollow,2010
Diane_Cluck,2e3
Diane_Cluck,2010
Disarmonia_Mundi,2e3
Disarmonia_Mundi,2010
The_Kooks,2e3
The_Kooks,2010
Silbermond,2e3
Silbermond,2010
The_Whitest_Boy_Alive,2e3
Hanne_Hukkelberg,2e3
Hanne_Hukkelberg,2010
Sub_Dub_Micromachine,2e3
Marc_Broussard,2e3
Marc_Broussard,2010
The_Duke_Spirit,2e3
The_Duke_Spirit,2010
Midlake,2e3
Midlake,2010
Desaster,1990
Desaster,2e3
Desaster,2010
Bethany_Dillon,2e3
Bethany_Dillon,2010
Genghis_Tron,2e3
The_Black_Mages,2e3
Buried_Inside,1990
Buried_Inside,2e3
Atrium_Carceri,2e3
Atrium_Carceri,2010
We_Are_Scientists,2e3
We_Are_Scientists,2010
Sielun_Veljet,1980
Sielun_Veljet,1990
Sielun_Veljet,2e3
Sielun_Veljet,2010
Railroad_Earth,2e3
Railroad_Earth,2010
Nujabes,1990
Nujabes,2e3
Nujabes,2010
Jarvis_Cocker,2e3
Jarvis_Cocker,2010
Ektomorf,1990
Ektomorf,2e3
Ektomorf,2010
Percee_P,2e3
Ondskapt,2e3
Ondskapt,2010
DJ_Koze,2e3
DJ_Koze,2010
The_Honorary_Title,2e3
Toots_Thielemans,1950
Toots_Thielemans,1960
Toots_Thielemans,1970
Toots_Thielemans,1980
Toots_Thielemans,1990
Toots_Thielemans,2e3
Toots_Thielemans,2010
The_Avett_Brothers,2e3
The_Avett_Brothers,2010
Mylo,2e3
Mylo,2010
Stillste_Stund,2e3
Alex_Band,2010
Orplid,1990
Orplid,2e3
Matt_Dusk,2e3
Matt_Dusk,2010
Agonoize,2e3
Agonoize,2010
Turisas,1990
Turisas,2e3
Turisas,2010
Triggerfinger,2e3
Triggerfinger,2010
Mount_Eerie,2e3
Mount_Eerie,2010
Panzer_AG,2e3
Tilly_and_the_Wall,2e3
Tilly_and_the_Wall,2010
Turmion_Kätilöt,2e3
Turmion_Kätilöt,2010
Trent_Dabbs,2e3
Trent_Dabbs,2010
Charlie_Clouser,2e3
Charlie_Clouser,2010
Dirty_Projectors,2e3
Dirty_Projectors,2010
Only_Crime,2e3
Only_Crime,2010
Joe_Stump,1990
Joe_Stump,2e3
Joe_Stump,2010
The_Prize_Fighter_Inferno,2e3
The_Prize_Fighter_Inferno,2010
Renee_Olstead,2e3
Katherine_Jenkins,2e3
Katherine_Jenkins,2010
Spiritual_Front,1990
Spiritual_Front,2e3
Spiritual_Front,2010
Ausgang,1980
Ausgang,1990
Ausgang,2e3
Kylähullut,2e3
Łzy,1990
Łzy,2e3
Łzy,2010
Beto_Guedes,1970
Beto_Guedes,1980
Beto_Guedes,1990
Beto_Guedes,2e3
Rivers_Cuomo,2e3
Rivers_Cuomo,2010
Jari_Sillanpää,1990
Jari_Sillanpää,2e3
Jari_Sillanpää,2010
Dernière_Volonté,1990
Dernière_Volonté,2e3
Dernière_Volonté,2010
Wolf_Parade,2e3
Wolf_Parade,2010
Axwell,2e3
Axwell,2010
Old_Crow_Medicine_Show,2e3
Old_Crow_Medicine_Show,2010
Westbound_Train,2e3
Commodores,1970
Commodores,1980
Commodores,1990
Commodores,2e3
Commodores,2010
Alter_Bridge,2e3
Alter_Bridge,2010
Archie_Bronson_Outfit,2e3
Archie_Bronson_Outfit,2010
Mochipet,2e3
Mochipet,2010
Cary_Brothers,2e3
Cary_Brothers,2010
The_Earlies,2e3
Commix,2e3
Commix,2010
Redrama,2e3
Redrama,2010
John_Legend,2e3
John_Legend,2010
Circa_Survive,2e3
Circa_Survive,2010
H.U.V.A._Network,2e3
H.U.V.A._Network,2010
Culcha_Candela,2e3
Culcha_Candela,2010
Babyshambles,2e3
Babyshambles,2010
The_Organ,2e3
Massacra,1990
Massacra,2e3
Massacra,2010
Moya_Brennan,1990
Moya_Brennan,2e3
The_Go!_Team,2e3
The_Go!_Team,2010
Timbaland,1990
Timbaland,2e3
Timbaland,2010
Vitamin_X,1990
Vitamin_X,2e3
Vitamin_X,2010
Allison_Crowe,2e3
Allison_Crowe,2010
Lisa_Hannigan,2e3
Lisa_Hannigan,2010
Dark_Lunacy,1990
Dark_Lunacy,2e3
Dark_Lunacy,2010
Alex_Gaudino,2e3
Alex_Gaudino,2010
Army_of_Freshmen,2e3
Army_of_Freshmen,2010
Idiot_Pilot,2e3
Freshlyground,2e3
Freshlyground,2010
The_New_Mastersounds,2e3
The_New_Mastersounds,2010
Necros,1980
Bobina,2e3
Bobina,2010
Still_Remains,2e3
Still_Remains,2010
Till_Brönner,1990
Till_Brönner,2e3
Till_Brönner,2010
Ronski_Speed,2e3
Ronski_Speed,2010
Teedra_Moses,2e3
Teedra_Moses,2010
Camille_Jones,2e3
Camille_Jones,2010
Lil_Jon,2e3
Lil_Jon,2010
Max_Sedgley,2e3
Max_Sedgley,2010
Mirrorthrone,2e3
Mournful_Congregation,1990
Mournful_Congregation,2e3
Mournful_Congregation,2010
X-Fusion,2e3
X-Fusion,2010
Kaiser_Chiefs,2e3
Kaiser_Chiefs,2010
Planetshakers,2e3
Planetshakers,2010
Jeremy_Riddle,2e3
Jeremy_Riddle,2010
The_Teenagers,1950
The_Number_Twelve_Looks_Like_You,2e3
Apostle_of_Hustle,2e3
Nortt,1990
Nortt,2e3
Nortt,2010
Ray_LaMontagne,1990
Ray_LaMontagne,2e3
Ray_LaMontagne,2010
Violent_Work_of_Art,1990
Violent_Work_of_Art,2e3
Forever_Slave,2e3
Micah_P._Hinson,2e3
Micah_P._Hinson,2010
Alan_Parsons,1990
Alan_Parsons,2e3
Alan_Parsons,2010
IAMX,2e3
IAMX,2010
Shawn_McDonald,2e3
Shawn_McDonald,2010
Klashnekoff,2e3
Klashnekoff,2010
Crazy_Lixx,2e3
Crazy_Lixx,2010
His_Hero_Is_Gone,1990
His_Hero_Is_Gone,2e3
Secrets_of_the_Moon,2e3
Secrets_of_the_Moon,2010
Angizia,1990
Angizia,2e3
Angizia,2010
Jay_Sean,2e3
Jay_Sean,2010
Eric_Roberson,2e3
Eric_Roberson,2010
Boubacar_Traoré,1990
Boubacar_Traoré,2e3
Boubacar_Traoré,2010
Baba_Zula,1990
Baba_Zula,2e3
Baba_Zula,2010
The_Adicts,1970
The_Adicts,1980
The_Adicts,1990
The_Adicts,2e3
The_Adicts,2010
Quietdrive,2e3
Quietdrive,2010
MC_Lars,2e3
MC_Lars,2010
Sybreed,2e3
Sybreed,2010
Max_Herre,2e3
Max_Herre,2010
Milosh,2e3
Milosh,2010
Zhané,1990
Wintersleep,2e3
Wintersleep,2010
Nox_Arcana,2e3
Nox_Arcana,2010
Scott_Stapp,2e3
Scott_Stapp,2010
WWO,2e3
Raein,2e3
Raein,2010
Behexen,1990
Behexen,2e3
Behexen,2010
Deathspell_Omega,1990
Deathspell_Omega,2e3
Deathspell_Omega,2010
R.I.O.,2e3
R.I.O.,2010
Cassandra_Steen,2e3
Cassandra_Steen,2010
Hanna_Pakarinen,2e3
Hanna_Pakarinen,2010
Scott_H._Biram,2e3
Scott_H._Biram,2010
Siekiera,1980
Siekiera,1990
Siekiera,2e3
Siekiera,2010
The_Pussycat_Dolls,2e3
Glen_Hansard,2e3
Glen_Hansard,2010
Yavuz_Çetin,1990
Yavuz_Çetin,2e3
PMMP,2e3
PMMP,2010
Vinnie_Paz,2e3
Vinnie_Paz,2010
I_Killed_the_Prom_Queen,2e3
I_Killed_the_Prom_Queen,2010
Ray_Parker_Jr.,1980
Ray_Parker_Jr.,1990
Woods_of_Ypres,2e3
Woods_of_Ypres,2010
The_Subways,2e3
The_Subways,2010
Brian_McFadden,2e3
Brian_McFadden,2010
Visions_of_Atlantis,2e3
Visions_of_Atlantis,2010
Lucie_Silvas,2e3
Lucie_Silvas,2010
XP8,2e3
XP8,2010
Armandinho,1980
Armandinho,1990
Armandinho,2e3
The_Dead_Texan,2e3
Juicy_J,1990
Juicy_J,2e3
Juicy_J,2010
Stafrænn_Hákon,2e3
Stafrænn_Hákon,2010
Happoradio,2e3
Happoradio,2010
Wintersun,2e3
Wintersun,2010
James_Otto,2e3
James_Otto,2010
Farben_Lehre,1990
Farben_Lehre,2e3
Farben_Lehre,2010
Ilan_Eshkeri,2e3
Ilan_Eshkeri,2010
The_Upbeats,2e3
The_Upbeats,2010
Stat_Quo,2e3
Stat_Quo,2010
Demolition_Hammer,1980
Demolition_Hammer,1990
Demolition_Hammer,2e3
Demolition_Hammer,2010
Destroyalldreamers,2e3
Destroyalldreamers,2010
Lyfe_Jennings,2e3
Lyfe_Jennings,2010
June_of_44,1990
Truckfighters,2e3
Truckfighters,2010
Art_Brut,2e3
Art_Brut,2010
Dezarie,2e3
Dezarie,2010
Evol_Intent,2e3
Evol_Intent,2010
Tiësto,1990
Tiësto,2e3
Tiësto,2010
Federico_Aubele,2e3
Federico_Aubele,2010
65daysofstatic,2e3
65daysofstatic,2010
Emilie_Autumn,2e3
Emilie_Autumn,2010
Uniklubi,2e3
Uniklubi,2010
He_Is_Legend,2e3
He_Is_Legend,2010
As_Cities_Burn,2e3
