ShiftBand	Entropy	ILDPD	Word2vec
0.294122759484154	0.296159995706259	0.187498861677086	0.319041120730825
0.401007402597131	0.368527036652936	0.324809039020383	0.419582215531358
0.285248743705098	0.344333910150231	0.178097059233793	0.33291118492667
0.302636214728368	0.340215040580143	0.240207724232515	0.326464560773618
0.219697408003956	0.324674883388321	0.225113361427472	0.295461716166541
0.352804015203537	0.340097443571854	0.269773186090576	0.353013972087684
0.186559824469544	0.160500046436917	0.158434531566536	0.180383189055013
0.172432155177965	0.238468619910344	0.0712786753074131	0.19601894131012
0.370687253998526	0.312845803123258	0.280510633415172	0.371985082021583
0.343215963693109	0.316241156805593	0.282668587911086	0.389080050069301
0.274681676549039	0.270764644500873	0.223522150780819	0.276828910474036
0.368738029639822	0.358319922148586	0.247909192993457	0.388527265295188
0.30196524918592	0.355891822286986	0.199160278098499	0.339063166814777
0.244912061839665	0.282410975775894	0.132373994791529	0.266876667468336
0.336184219886423	0.373293791520312	0.232690283489562	0.380615369846659
0.288188718647538	0.306736778911073	0.2236470213028	0.310137301460743
0.117559957811446	0.269345586062898	0.0357155438027953	0.186007834551726
0.353627274794229	0.505448784872894	0.212130438216168	0.421989351909488
0.202525326865066	0.222225168449832	0.162721838132084	0.217516202160664
0.276102246434274	0.291569125709106	0.239375127820781	0.274943159981365
0.407106547909584	0.334610306804502	0.290079151475412	0.441052287916049
0.23653235154934	0.397472260445234	0.150060918802309	0.341354873084361
0.269300042445877	0.203392287857892	0.238233606873236	0.26657427800265
0.130026751449881	0.180854320107994	0.0721016286976654	0.148936775370404
0.347780020377474	0.364500662535292	0.245710487544026	0.376242777168793
0.352430649647565	0.497395888183791	0.216217292403849	0.360242959915221
0.387080996021528	0.406082064581743	0.29207043067067	0.394134581239833
0.350750037397473	0.296892634821494	0.308979144507255	0.355464789757261
0.156797632224846	0.220020524399631	0.0997730329960349	0.189689477360839
0.191673492876418	0.191025901016552	0.0999982568579641	0.22436148978965
0.352547430009705	0.299075970152862	0.281143575888896	0.455699160320169
0.322870153895993	0.370008380907369	0.21974249081193	0.432729613545244
0.210959812547222	0.234173904048473	0.142405122077442	0.223623032285459
0.215235165674963	0.231084356834932	0.133953765823201	0.209613323760615
0.307114905226784	0.330558678205443	0.214981285663014	0.378774858281574
0.291508470304112	0.296942392587456	0.169402462222496	0.297703389076239
0.440784720178942	0.372275972213794	0.291278467151525	0.436136527092762
0.337531236529912	0.273981362674225	0.262590668207674	0.378913986158721
0.26709127819632	0.329078817078262	0.28418920404478	0.369666614767045
0.290466296100688	0.306482171904532	0.189695789864453	0.297440329321192
0.286799636379995	0.246544880009685	0.248418541026414	0.263541710501775
0.422221861629054	0.288897603229086	0.27037068486701	0.431482415612178
0.251561014144969	0.383269152697494	0.224717343907681	0.289012772463208
0.237189575422729	0.23717814118186	0.320496599400168	0.410238004794923
0.298378311839409	0.356452077071377	0.247381637891506	0.378929291981406
0.21537548438972	0.225285767938859	0.171344764975046	0.229407749880999
0.235875048792021	0.18031739046543	0.165697714101114	0.226122614061069
0.388399753856898	0.359792495180258	0.290011937345061	0.403823591279797
0.338859333292214	0.327839813614568	0.212765677783269	0.317527348068113
0.312606189665632	0.354431551288736	0.238038134006124	0.337555327772654
0.415275841404733	0.317421853426315	0.363610612654357	0.411688463523096
0.408394318070921	0.27098812684666	0.270992872135589	0.410942668031072
0.35804614922286	0.386437025504124	0.324616866859376	0.354888685363471
0.390839670672066	0.325614201023781	0.3535330756359	0.426555326551466
0.293165595851687	0.341381337332205	0.244781716658736	0.303500672775743
0.219560200740967	0.213445538601325	0.20576444490021	0.229811110360487
0.305865513111219	0.365388629273204	0.154681462699278	0.415823488895061
0.314271054866228	0.375223630205125	0.268212109705242	0.35588364288767
0.175929332219265	0.117287621461934	0.120372948062831	0.120366731783205
